# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00011601	347	362		600	615	14	0.067	t8	Y	+	P	0.53
TCONS_00151055	695	710		734	749	14	0.067	d9	M	-	P	0.87
TCONS_00151055	697	712		734	749	14	0.067	d9	M	-	A	0.87
TCONS_00052443	2700	2716		602	618	15	0.062	t11	M	+	P	0.31
TCONS_00075522	1747	1762		215	230	14	0.067	d1	R	-	A	0.47
TCONS_00011596	280	300		818	838	18	0.1	d12t17	Y	-	P	0.55
TCONS_00011600	278	298		818	838	18	0.1	d12t17	Y	-	P	0.55
TCONS_00011601	280	300		818	838	18	0.1	d12t17	Y	-	P	0.55
TCONS_00029122	43	58		831	846	14	0.067	o3	R	-	A	0.47
TCONS_00052443	6429	6445		813	829	15	0.062	t1	M	-	P	0.44
TCONS_00114781	24	39		196	211	14	0.067	d12	Y	+	P	0.27
TCONS_00064084	413	429		450	466	15	0.062	d13	R	+	A	0.44
TCONS_00064084	493	508		451	466	14	0.067	d12	R	+	A	0.47
TCONS_00064084	747	762		450	465	14	0.067	d13	R	+	A	0.4
TCONS_00064084	710	726		450	466	15	0.062	d13	R	+	A	0.44
TCONS_00064084	572	587		451	466	14	0.067	d12	R	+	A	0.47
TCONS_00167746	1562	1577		154	169	14	0.067	b12	Y	+	P	0.67
TCONS_00011596	230	245		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011596	235	250		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011596	240	256		493	509	15	0.062	t6	Y	-	P	0.75
TCONS_00011600	228	243		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011600	233	248		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011600	238	254		493	509	15	0.062	t6	Y	-	P	0.75
TCONS_00011601	230	245		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011601	235	250		494	509	14	0.067	t5	Y	-	P	0.8
TCONS_00011601	240	256		493	509	15	0.062	t6	Y	-	P	0.75
TCONS_00065788	1871	1886		494	509	14	0.067	t4	R	-	A	0.8
TCONS_00065789	1874	1889		494	509	14	0.067	t4	R	-	A	0.8
TCONS_00151055	689	704		494	509	14	0.067	o10	M	-	P	0.87
TCONS_00063124	124	139		474	489	14	0.067	t11	R	-	A	0.47
TCONS_00064084	210	225		478	493	14	0.067	t12	R	-	A	0.53
TCONS_00064084	174	189		478	493	14	0.067	t12	R	-	A	0.53
TCONS_00064084	719	735		478	494	15	0.062	t1	R	-	A	0.56
TCONS_00141350	122	137		252	267	14	0.067	t6	R	-	A	0.53
TCONS_00141358	122	137		252	267	14	0.067	t6	R	-	A	0.53
TCONS_00064084	2298	2313		570	585	14	0.067	d12	M	-	P	0.2
TCONS_00140475	1860	1875		570	585	14	0.067	d12	M	-	P	0.2
TCONS_00064084	471	486		980	995	14	0.067	d7	R	-	A	0.53
TCONS_00064084	625	640		980	995	14	0.067	d7	R	-	A	0.53
TCONS_00064084	550	565		980	995	14	0.067	d7	R	-	A	0.53
TCONS_00190253	2788	2803		980	995	14	0.067	d7	Y	-	P	0.53
TCONS_00190254	2789	2804		980	995	14	0.067	d7	Y	-	P	0.53
TCONS_00190258	2788	2803		980	995	14	0.067	d7	Y	-	P	0.53
TCONS_00067824	1242	1257		690	705	14	0.067	d11	R	+	A	0.6
TCONS_00201401	560	575		690	705	14	0.067	d11	R	+	A	0.6
TCONS_00151055	697	712		4	19	14	0.067	b6	R	-	A	0.93
TCONS_00151055	694	710		4	20	15	0.062	d6	M	-	P	0.94
TCONS_00151055	697	712		4	19	14	0.067	d6	M	-	A	0.93
TCONS_00092424	2561	2581		79	99	18	0.1	t7d10	Y	+	P	0.2
TCONS_00064084	297	312		848	863	14	0.067	t8	R	+	A	0.53
TCONS_00064084	707	722		848	863	15	0		R	+	A	0.6
TCONS_00064084	677	692		848	863	14	0.067	t8	R	+	A	0.53
TCONS_00064084	674	689		848	863	14	0.067	t2	R	+	A	0.53
TCONS_00064084	623	638		848	863	14	0.067	t11	R	+	A	0.53
TCONS_00079871	337	352		848	863	14	0.067	o4	Y	+	P	0.6
TCONS_00052443	5957	5973		981	997	15	0.062	d1	R	-	A	0.69
TCONS_00140475	479	494		983	998	14	0.067	o10	M	-	A	0.67
TCONS_00011642	1596	1611		784	799	14	0.067	d12	Y	-	P	0.47
TCONS_00039411	7048	7064		788	804	15	0.062	d8	Y	-	P	0.5
TCONS_00064084	209	224		805	820	14	0.067	t12	R	-	A	0.47
TCONS_00064084	206	221		802	817	14	0.067	t2	R	-	A	0.53
TCONS_00064084	182	197		805	820	14	0.067	t2	R	-	A	0.4
TCONS_00064084	173	188		805	820	14	0.067	t12	R	-	A	0.47
TCONS_00064084	170	185		802	817	14	0.067	t2	R	-	A	0.53
TCONS_00073523	2595	2611		800	816	15	0.062	t13	Y	-	P	0.69
TCONS_00073523	2598	2618		793	813	18	0.1	d3o6	Y	-	P	0.6
TCONS_00073525	2595	2611		800	816	15	0.062	t13	Y	-	P	0.69
TCONS_00073525	2598	2618		793	813	18	0.1	d3o6	Y	-	P	0.6
TCONS_00079871	325	340		798	813	14	0.067	o5	Y	-	P	0.67
TCONS_00108869	872	892		784	804	18	0.1	b12o18	M	-	A	0.45
TCONS_00140475	296	313		797	814	16	0.059	t14	Y	-	P	0.53
TCONS_00140476	296	313		797	814	16	0.059	t14	Y	-	P	0.53
TCONS_00140477	296	313		797	814	16	0.059	t14	Y	-	P	0.53
TCONS_00052443	6061	6076		907	922	14	0.067	d12	R	-	A	0.4
TCONS_00064084	296	311		906	921	14	0.067	d13	R	-	A	0.47
TCONS_00064084	181	196		908	923	14	0.067	d11	R	-	A	0.33
TCONS_00064084	400	416		906	922	15	0.062	d13	R	-	A	0.44
TCONS_00064084	722	742		898	918	18	0.1	t2d7	R	-	A	0.4
TCONS_00064084	704	719		901	916	14	0.067	d4	R	-	A	0.53
TCONS_00064084	671	691		901	921	18	0.1	d4d18	R	-	A	0.45
TCONS_00064084	669	689		899	919	18	0.1	t1d6	R	-	A	0.45
TCONS_00011596	276	291		560	575	14	0.067	d4	Y	-	P	0.73
TCONS_00011600	274	289		560	575	14	0.067	d4	Y	-	P	0.73
TCONS_00011601	276	291		560	575	14	0.067	d4	Y	-	P	0.73
TCONS_00052443	5988	6003		830	845	14	0.067	t10	R	-	A	0.27
TCONS_00064084	773	789		830	846	15	0.062	t5	R	-	A	0.31
TCONS_00140475	2268	2283		828	843	14	0.067	t9	M	-	P	0.2
TCONS_00020546	249	264		11	26	14	0.067	b9	Y	-	P	0.13
TCONS_00140475	1821	1836		11	26	14	0.067	b9	M	-	P	0.13
TCONS_00140475	1817	1832		11	26	14	0.067	b9	M	-	A	0.13
TCONS_00140475	2266	2281		11	26	14	0.067	d9	M	-	P	0.13
TCONS_00140794	424	439		11	26	14	0.067	d9	M	-	P	0.13
TCONS_00021426	18	33		52	67	14	0.067	t5	R	-	A	0.33
TCONS_00021427	34	49		52	67	14	0.067	t5	R	-	A	0.33
TCONS_00039410	2789	2804		58	73	14	0.067	o5	M	-	A	0.33
TCONS_00039411	2789	2804		58	73	14	0.067	o5	M	-	A	0.33
TCONS_00039413	2789	2804		58	73	14	0.067	o5	M	-	A	0.33
TCONS_00039418	2789	2804		58	73	14	0.067	o5	M	-	A	0.33
TCONS_00039419	3744	3759		58	73	14	0.067	o5	M	-	A	0.33
TCONS_00051592	1787	1802		49	64	14	0.067	t7	M	-	A	0.33
TCONS_00052443	6425	6442		58	75	16	0.059	t7	M	-	P	0.41
TCONS_00052443	6430	6445		53	68	14	0.067	t3	M	-	A	0.4
TCONS_00064084	193	209		49	65	15	0.062	t6	R	-	A	0.31
TCONS_00064084	157	173		49	65	15	0.062	t6	R	-	A	0.31
TCONS_00076444	277	292		50	65	14	0.067	t11	R	-	A	0.4
TCONS_00140475	787	802		59	74	14	0.067	o7	R	-	A	0.4
TCONS_00140476	787	802		59	74	14	0.067	o7	R	-	A	0.4
TCONS_00140477	787	802		59	74	14	0.067	o7	R	-	A	0.4
TCONS_00167741	2164	2181		52	69	16	0.059	o8	M	-	A	0.35
TCONS_00065788	1766	1781		631	646	14	0.067	d1	R	+	A	0.67
TCONS_00065788	1766	1781		638	653	14	0.067	t1	R	+	A	0.67
TCONS_00065789	1769	1784		631	646	14	0.067	d1	R	+	A	0.67
TCONS_00065789	1769	1784		638	653	14	0.067	t1	R	+	A	0.67
TCONS_00073523	2590	2605		564	579	14	0.067	t6	Y	-	P	0.67
TCONS_00073525	2590	2605		564	579	14	0.067	t6	Y	-	P	0.67
TCONS_00071317	1271	1286		756	771	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		751	766	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		746	761	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		741	756	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		736	751	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		731	746	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		726	741	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		721	736	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		716	731	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		711	726	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1286		706	721	14	0.067	t10	Y	-	P	0.4
TCONS_00052443	5710	5726		815	831	15	0.062	b2	M	-	P	0.12
TCONS_00064084	2283	2298		815	830	14	0.067	d2	M	-	P	0.13
TCONS_00072816	1486	1501		815	830	14	0.067	d2	M	-	P	0.13
TCONS_00092424	2560	2576		815	831	15	0.062	d2	Y	-	P	0.12
TCONS_00075522	1747	1762		693	708	14	0.067	d8	R	+	A	0.53
TCONS_00169456	131	146		693	708	14	0.067	b8	R	+	A	0.53
TCONS_00169456	123	143		690	710	18	0.1	o5d11	R	+	A	0.55
TCONS_00011596	348	363		743	758	14	0.067	d10	Y	+	P	0.53
TCONS_00011600	346	361		743	758	14	0.067	d10	Y	+	P	0.53
TCONS_00011601	348	363		743	758	14	0.067	d10	Y	+	P	0.53
TCONS_00039408	1408	1424		731	747	15	0.062	t13	R	+	A	0.56
TCONS_00039410	1408	1424		731	747	15	0.062	t13	R	+	A	0.56
TCONS_00067824	1243	1262		732	751	18	0.053	t2	R	+	A	0.63
TCONS_00073523	2595	2610		731	746	14	0.067	t11	Y	+	P	0.67
TCONS_00073525	2595	2610		731	746	14	0.067	t11	Y	+	P	0.67
TCONS_00087985	2173	2189		732	748	15	0.062	t9	R	+	A	0.56
TCONS_00201401	564	580		732	748	15	0.062	t1	R	+	A	0.56
TCONS_00201401	561	578		734	751	16	0.059	t14	R	+	A	0.53
TCONS_00064084	2288	2303		475	490	14	0.067	d5	M	-	P	0.13
TCONS_00064084	2287	2305		474	492	17	0.056	d6	M	-	A	0.17
TCONS_00091949	1931	1946		475	490	14	0.067	d5	R	-	A	0.13
TCONS_00091950	1931	1946		475	490	14	0.067	d5	R	-	A	0.13
TCONS_00140475	2183	2198		477	492	14	0.067	d3	Y	-	P	0.13
TCONS_00021426	15	32		298	315	16	0.059	d1	R	+	A	0.35
TCONS_00021427	31	48		298	315	16	0.059	d1	R	+	A	0.35
TCONS_00052443	6422	6437		300	315	14	0.067	t4	M	+	P	0.4
TCONS_00071317	1254	1269		298	313	14	0.067	d1	Y	+	P	0.4
TCONS_00201716	1419	1434		438	453	14	0.067	o13	M	+	A	0.47
TCONS_00003167	187	202		956	971	14	0.067	o1	Y	+	P	0.47
TCONS_00003167	189	204		958	973	14	0.067	t13	Y	+	P	0.4
TCONS_00051592	1787	1802		958	973	14	0.067	t5	M	+	A	0.33
TCONS_00021427	6	21		33	48	14	0.067	t3	R	-	A	0.4
TCONS_00064084	518	533		858	873	14	0.067	d2	R	-	A	0.33
TCONS_00011596	270	285		179	194	14	0.067	d8	Y	-	P	0.47
TCONS_00011600	268	283		179	194	14	0.067	d8	Y	-	P	0.47
TCONS_00011601	270	285		179	194	14	0.067	d8	Y	-	P	0.47
TCONS_00071317	1255	1270		179	194	14	0.067	d8	Y	-	P	0.47
TCONS_00064084	241	257		371	387	15	0.062	d3	R	-	A	0.38
TCONS_00190253	2785	2800		77	92	14	0.067	d2	Y	+	P	0.53
TCONS_00190254	2786	2801		77	92	14	0.067	d2	Y	+	P	0.53
TCONS_00190258	2785	2800		77	92	14	0.067	d2	Y	+	P	0.53
TCONS_00039411	7054	7071		731	748	16	0.059	d15	Y	+	P	0.41
TCONS_00051592	1788	1803		751	766	14	0.067	t3	M	+	P	0.33
TCONS_00052443	2702	2717		980	995	14	0.067	t6	M	+	P	0.27
TCONS_00064084	277	293		979	995	15	0.062	t5	R	+	A	0.31
TCONS_00152778	2053	2068		986	1001	14	0.067	d9	Y	+	P	0.33
TCONS_00167741	1424	1439		975	990	14	0.067	d1	Y	+	P	0.27
TCONS_00052443	2692	2707		390	405	14	0.067	t7	M	+	P	0.27
TCONS_00071317	1241	1256		390	405	14	0.067	t12	Y	+	P	0.33
TCONS_00064084	337	352		449	464	14	0.067	d6	R	+	A	0.4
TCONS_00064084	244	259		449	464	14	0.067	d6	R	+	A	0.4
TCONS_00064084	621	637		448	464	15	0.062	d7	R	+	A	0.38
TCONS_00064084	591	607		448	464	15	0.062	d7	R	+	A	0.38
TCONS_00064084	513	529		448	464	15	0.062	d7	R	+	A	0.38
TCONS_00052443	6099	6115		333	349	15	0.062	d2	R	+	A	0.69
TCONS_00114781	27	42		180	195	14	0.067	d5	Y	+	P	0.27
TCONS_00011596	270	285		233	248	14	0.067	d7	Y	-	P	0.53
TCONS_00011600	268	283		233	248	14	0.067	d7	Y	-	P	0.53
TCONS_00011601	270	285		233	248	14	0.067	d7	Y	-	P	0.53
TCONS_00051592	1786	1801		385	400	14	0.067	t4	M	-	A	0.33
TCONS_00064084	770	785		382	397	14	0.067	t1	R	-	A	0.33
TCONS_00011596	253	268		549	564	14	0.067	d8	Y	+	P	0.6
TCONS_00011600	251	266		549	564	14	0.067	d8	Y	+	P	0.6
TCONS_00011601	253	268		549	564	14	0.067	d8	Y	+	P	0.6
TCONS_00097687	1212	1228		67	83	15	0.062	o12	M	-	P	0.56
TCONS_00064084	359	374		952	967	14	0.067	d9	R	+	A	0.47
TCONS_00190253	33	48		267	282	14	0.067	d9	Y	+	P	0.47
TCONS_00190254	50	65		267	282	14	0.067	d9	Y	+	P	0.47
TCONS_00190258	85	100		267	282	14	0.067	d9	Y	+	P	0.47
TCONS_00039410	752	767		865	880	14	0.067	o4	Y	+	P	0.33
TCONS_00039411	752	767		865	880	14	0.067	o4	Y	+	P	0.33
TCONS_00039418	514	529		865	880	14	0.067	o4	Y	+	P	0.33
TCONS_00039419	752	767		865	880	14	0.067	o4	Y	+	P	0.33
TCONS_00064084	588	603		865	880	14	0.067	t2	R	+	A	0.33
TCONS_00071317	1274	1289		865	880	15	0		Y	+	P	0.4
TCONS_00073523	889	905		221	237	15	0.062	o1	Y	+	P	0.44
TCONS_00073525	889	905		221	237	15	0.062	o1	Y	+	P	0.44
TCONS_00140475	628	643		223	238	14	0.067	o13	Y	+	P	0.4
TCONS_00140476	349	364		223	238	14	0.067	o13	Y	+	P	0.4
TCONS_00065788	1872	1887		789	804	14	0.067	d2	R	-	A	0.8
TCONS_00065789	1875	1890		789	804	14	0.067	d2	R	-	A	0.8
TCONS_00064084	288	306		903	921	17	0.056	d7	R	+	A	0.44
TCONS_00064084	488	503		902	917	14	0.067	d8	R	+	A	0.53
TCONS_00064084	642	657		902	917	14	0.067	b8	R	+	A	0.53
TCONS_00064084	567	582		902	917	14	0.067	d8	R	+	A	0.53
TCONS_00064084	665	680		906	921	14	0.067	d4	R	+	A	0.47
TCONS_00064084	629	644		903	918	14	0.067	d7	R	+	A	0.53
TCONS_00039411	7050	7065		74	89	14	0.067	d5	Y	+	P	0.53
TCONS_00064084	779	794		538	553	14	0.067	d12	R	+	A	0.4
TCONS_00097687	1214	1230		770	786	15	0.062	o1	M	+	P	0.5
TCONS_00064084	2289	2304		234	249	14	0.067	d13	M	+	A	0.13
TCONS_00097687	1196	1211		231	246	14	0.067	d1	Y	+	P	0.13
TCONS_00097687	1524	1539		234	249	14	0.067	d13	R	+	A	0.13
TCONS_00011596	235	255		918	938	18	0.1	t6t17	Y	-	P	0.7
TCONS_00011596	208	223		925	940	14	0.067	t13	Y	-	P	0.73
TCONS_00011596	210	225		923	938	14	0.067	t1	Y	-	P	0.67
TCONS_00011596	230	251		917	938	19	0.095	t7t18	Y	-	P	0.71
TCONS_00011596	233	253		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00011596	228	248		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00011600	233	253		918	938	18	0.1	t6t17	Y	-	P	0.7
TCONS_00011600	206	221		925	940	14	0.067	t13	Y	-	P	0.73
TCONS_00011600	208	223		923	938	14	0.067	t1	Y	-	P	0.67
TCONS_00011600	228	249		917	938	19	0.095	t7t18	Y	-	P	0.71
TCONS_00011600	231	251		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00011600	226	246		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00011601	235	255		918	938	18	0.1	t6t17	Y	-	P	0.7
TCONS_00011601	208	223		925	940	14	0.067	t13	Y	-	P	0.73
TCONS_00011601	210	225		923	938	14	0.067	t1	Y	-	P	0.67
TCONS_00011601	230	251		917	938	19	0.095	t7t18	Y	-	P	0.71
TCONS_00011601	233	253		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00011601	228	248		915	935	18	0.1	t1t9	Y	-	P	0.7
TCONS_00052443	6097	6112		925	940	14	0.067	t4	R	-	A	0.73
TCONS_00052443	6095	6110		918	933	14	0.067	t12	R	-	A	0.67
TCONS_00052443	6103	6119		908	924	15	0.062	t14	R	-	A	0.75
TCONS_00151055	696	714		911	929	17	0.056	d13	M	-	P	0.83
TCONS_00151055	695	711		913	929	15	0.062	d11	M	-	A	0.88
TCONS_00151055	699	714		908	923	14	0.067	t2	M	-	A	0.8
TCONS_00167180	2725	2740		914	929	14	0.067	b10	M	-	A	0.87
TCONS_00029122	226	241		839	854	14	0.067	t13	Y	+	P	0.73
TCONS_00079871	378	394		833	849	15	0.062	d5	Y	+	P	0.75
TCONS_00118745	3230	3245		829	844	14	0.067	d9	M	+	A	0.73
TCONS_00011596	209	224		887	902	14	0.067	d13	Y	+	P	0.67
TCONS_00011600	207	222		887	902	14	0.067	d13	Y	+	P	0.67
TCONS_00011601	209	224		887	902	14	0.067	d13	Y	+	P	0.67
TCONS_00201716	1436	1452		888	904	15	0.062	d12	R	+	A	0.75
TCONS_00049122	969	984		797	812	14	0.067	t8	Y	-	P	0.33
TCONS_00051592	2698	2713		797	812	14	0.067	t2	Y	-	P	0.33
TCONS_00052443	5993	6008		798	813	14	0.067	o11	R	-	A	0.33
TCONS_00052443	6042	6057		800	815	14	0.067	t12	R	-	A	0.4
TCONS_00052443	6037	6052		798	813	14	0.067	t7	R	-	A	0.4
TCONS_00064084	783	799		797	813	15	0.062	t11	R	-	A	0.38
TCONS_00064084	790	805		798	813	14	0.067	o9	R	-	A	0.4
TCONS_00073146	290	305		797	812	14	0.067	o1	Y	-	P	0.33
TCONS_00073147	290	305		797	812	14	0.067	o1	Y	-	P	0.33
TCONS_00076444	528	543		797	812	14	0.067	t9	Y	-	P	0.27
TCONS_00165243	691	706		799	814	14	0.067	o8	R	-	A	0.47
TCONS_00201401	568	583		798	813	14	0.067	t3	R	-	A	0.4
TCONS_00064084	717	732		300	315	14	0.067	d2	R	+	A	0.53
TCONS_00064084	636	651		300	315	14	0.067	b2	R	+	A	0.53
TCONS_00039405	2551	2567		575	591	15	0.062	t2	Y	+	P	0.25
TCONS_00039411	3921	3937		575	591	15	0.062	t2	Y	+	P	0.25
TCONS_00087985	1077	1092		574	589	14	0.067	o11	Y	+	P	0.27
TCONS_00108869	790	805		576	591	14	0.067	o2	M	+	P	0.2
TCONS_00114781	35	50		575	590	14	0.067	o8	M	+	A	0.2
TCONS_00151055	700	716		574	590	15	0.062	t6	Y	+	P	0.19
TCONS_00067824	1245	1260		403	418	14	0.067	d3	R	-	A	0.6
TCONS_00140475	599	614		463	478	14	0.067	b2	M	-	P	0.6
TCONS_00140476	599	614		463	478	14	0.067	b2	M	-	P	0.6
TCONS_00140477	599	614		463	478	14	0.067	b2	M	-	P	0.6
TCONS_00021426	222	242		886	906	18	0.1	d8t13	R	-	A	0.45
TCONS_00021426	222	242		886	906	18	0.1	d8t13	R	-	A	0.45
TCONS_00140477	1023	1039		886	902	15	0.062	d8	Y	-	P	0.44
TCONS_00011596	286	301		530	545	14	0.067	d10	Y	-	P	0.53
TCONS_00011600	284	299		530	545	14	0.067	d10	Y	-	P	0.53
TCONS_00011601	286	301		530	545	14	0.067	d10	Y	-	P	0.53
TCONS_00021427	6	21		648	663	14	0.067	t9	R	-	A	0.4
TCONS_00054058	222	237		244	259	14	0.067	t8	R	-	A	0.4
TCONS_00055749	3735	3752		244	261	16	0.059	o14	Y	-	P	0.53
TCONS_00055750	4017	4034		244	261	16	0.059	o14	Y	-	P	0.53
TCONS_00091949	102	117		245	260	14	0.067	o11	Y	-	P	0.47
TCONS_00091950	102	117		245	260	14	0.067	o11	Y	-	P	0.47
TCONS_00064084	2279	2294		872	887	14	0.067	d5	M	-	A	0.27
TCONS_00021426	18	33		172	187	14	0.067	t1	R	-	A	0.27
TCONS_00021427	34	49		172	187	14	0.067	t1	R	-	A	0.27
TCONS_00053188	800	815		170	185	14	0.067	d1	Y	-	P	0.27
TCONS_00067824	757	772		172	187	14	0.067	t11	Y	-	P	0.27
TCONS_00039416	1901	1916		778	793	14	0.067	b6	Y	-	P	0.47
TCONS_00015542	730	746		853	869	15	0.062	o14	M	+	P	0.12
TCONS_00052443	2703	2720		853	870	16	0.059	t9	M	+	P	0.12
TCONS_00052443	2702	2722		853	873	18	0.1	t9t17	M	+	A	0.15
TCONS_00052443	2690	2707		860	877	16	0.059	t4	M	+	A	0.18
TCONS_00054058	413	428		853	868	14	0.067	o3	M	+	A	0.13
TCONS_00063256	1902	1917		857	872	14	0.067	o4	Y	+	P	0.2
TCONS_00064084	2293	2313		853	873	19	0.05	t17	M	+	P	0.15
TCONS_00064084	2293	2312		853	872	18	0.053	t17	M	+	A	0.11
TCONS_00067531	331	347		853	869	15	0.062	o2	M	+	A	0.12
TCONS_00067531	328	344		856	872	15	0.062	t13	M	+	A	0.19
TCONS_00076444	881	896		861	876	14	0.067	o13	M	+	A	0.2
TCONS_00082787	1468	1486		854	872	18	0		M	+	P	0.17
TCONS_00082787	1469	1486		853	870	16	0.059	t1	M	+	A	0.12
TCONS_00087985	3260	3277		860	877	16	0.059	t10	R	+	A	0.12
TCONS_00091949	1920	1940		860	880	18	0.1	o12b17	R	+	A	0.1
TCONS_00091950	1920	1940		860	880	18	0.1	o12b17	R	+	A	0.1
TCONS_00097687	1195	1210		862	877	14	0.067	t10	Y	+	P	0.13
TCONS_00140475	2324	2339		853	868	14	0.067	t7	Y	+	P	0.13
TCONS_00140475	1825	1842		853	870	16	0.059	o1	M	+	P	0.12
TCONS_00140475	1832	1848		854	870	16	0		M	+	P	0.12
TCONS_00140475	1838	1854		854	870	16	0		M	+	P	0.12
TCONS_00140475	1844	1860		854	870	16	0		M	+	P	0.12
TCONS_00140475	1850	1866		854	870	16	0		M	+	P	0.12
TCONS_00140475	1856	1875		854	873	18	0.053	t16	M	+	P	0.16
TCONS_00140475	1857	1874		853	870	17	0		M	+	A	0.12
TCONS_00140475	1851	1867		854	870	16	0		M	+	A	0.12
TCONS_00140475	1845	1861		854	870	16	0		M	+	A	0.12
TCONS_00140475	1839	1855		854	870	16	0		M	+	A	0.12
TCONS_00140475	1833	1849		854	870	16	0		M	+	A	0.12
TCONS_00140475	1823	1843		854	874	18	0.1	o16t18	M	+	A	0.1
TCONS_00140475	1822	1842		855	875	18	0.1	o15t17	M	+	A	0.1
TCONS_00140475	2270	2286		853	869	15	0.062	t1	M	+	P	0.12
TCONS_00140475	2267	2282		861	876	14	0.067	t11	M	+	P	0.13
TCONS_00140475	2265	2286		856	877	19	0.095	t16t19	M	+	A	0.14
TCONS_00140477	618	634		854	870	15	0.062	o3	M	+	P	0.12
TCONS_00140477	624	640		854	870	16	0		M	+	P	0.12
TCONS_00140477	619	635		854	870	15	0.062	o13	M	+	A	0.12
TCONS_00140477	625	640		855	870	15	0		M	+	A	0.13
TCONS_00140794	425	440		861	876	14	0.067	t11	M	+	P	0.13
TCONS_00140794	425	440		860	875	14	0.067	t12	M	+	A	0.13
TCONS_00151055	1421	1437		860	876	15	0.062	t12	Y	+	P	0.12
TCONS_00151055	1543	1559		853	869	15	0.062	t4	R	+	A	0.12
TCONS_00151055	1548	1565		860	877	17	0		R	+	A	0.18
TCONS_00064084	2278	2293		218	233	14	0.067	t1	M	+	A	0.27
TCONS_00201716	1454	1469		218	233	14	0.067	t6	M	+	A	0.27
TCONS_00011642	1607	1622		655	670	14	0.067	t1	Y	+	P	0.6
TCONS_00118745	3229	3245		651	667	15	0.062	d3	M	+	P	0.69
TCONS_00118745	3229	3245		649	665	15	0.062	d5	M	+	A	0.69
TCONS_00011599	1484	1499		517	532	14	0.067	d1	R	-	A	0.33
TCONS_00011600	892	907		517	532	14	0.067	d1	R	-	A	0.33
TCONS_00011601	1204	1219		517	532	14	0.067	d1	R	-	A	0.33
TCONS_00011596	251	268		716	733	16	0.059	t9	Y	-	P	0.65
TCONS_00011600	249	266		716	733	16	0.059	t9	Y	-	P	0.65
TCONS_00011601	251	268		716	733	16	0.059	t9	Y	-	P	0.65
TCONS_00055749	387	403		716	732	15	0.062	t14	Y	-	P	0.56
TCONS_00055750	669	685		716	732	15	0.062	t14	Y	-	P	0.56
TCONS_00141350	127	142		722	737	14	0.067	t1	R	-	A	0.4
TCONS_00141358	127	142		722	737	14	0.067	t1	R	-	A	0.4
TCONS_00039410	563	583		82	102	18	0.1	o8t17	Y	-	P	0.2
TCONS_00039411	563	583		82	102	18	0.1	o8t17	Y	-	P	0.2
TCONS_00039413	563	583		82	102	18	0.1	o8t17	Y	-	P	0.2
TCONS_00039418	563	583		82	102	18	0.1	o8t17	Y	-	P	0.2
TCONS_00039419	1518	1538		82	102	18	0.1	o8t17	Y	-	P	0.2
TCONS_00053273	74	90		86	102	15	0.062	o8	R	-	A	0.19
TCONS_00064084	2282	2302		82	102	18	0.1	t4t10	M	-	P	0.15
TCONS_00076444	3901	3916		82	97	14	0.067	t5	Y	-	P	0.2
TCONS_00082787	1470	1485		87	102	14	0.067	t3	M	-	A	0.13
TCONS_00097687	1195	1211		89	105	15	0.062	d13	Y	-	P	0.12
TCONS_00114781	28	43		85	100	14	0.067	t12	Y	-	P	0.13
TCONS_00140475	1817	1833		85	101	15	0.062	o6	M	-	P	0.12
TCONS_00140475	1820	1836		85	101	15	0.062	o6	M	-	A	0.12
TCONS_00140475	2267	2282		91	106	14	0.067	d11	M	-	P	0.13
TCONS_00140475	2271	2286		87	102	14	0.067	t3	M	-	P	0.13
TCONS_00140475	2266	2281		87	102	14	0.067	t4	M	-	P	0.13
TCONS_00140475	2267	2282		92	107	14	0.067	d10	M	-	A	0.13
TCONS_00140475	2265	2281		85	101	15	0.062	t6	M	-	A	0.12
TCONS_00140475	2309	2329		88	108	18	0.1	t2b14	M	-	A	0.1
TCONS_00140794	425	440		91	106	14	0.067	d11	M	-	P	0.13
TCONS_00140794	421	436		85	100	14	0.067	t6	M	-	P	0.13
TCONS_00140794	424	439		87	102	14	0.067	t4	M	-	P	0.13
